"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"igfxEMN","1","306","2203451052032","11612160","3833856","15216","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b18a4e283f67c0b5\igfxEMN.exe","Intel Corporation","0.5625","6.15.101.1692","6.15.101.1692","igfxEM Module","Intel(R) Common User Interface","Process","8",,"False",,"3152","Microsoft.Win32.SafeHandles.SafeProcessHandle","306","7236",".","0","","System.Diagnostics.ProcessModule (igfxEMN.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15216","15216","3833856","3833856","191232","191232","4014080","4014080","14372864","14372864","140169216","2203458392064","True","Normal","3833856","3833856","00:00:00.3906250","igfxEMN","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:35",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5625000","00:00:00.1718750","132829184","2203451052032","False",,,,"11612160","11612160",,
"IntelAudioService","0","422","4904112128","11444224","37724160","61712","C:\WINDOWS\System32\DriverStore\FileRepository\intcoed.inf_amd64_625d5a9ea859462f\AS\IAS\IntelAudioService.exe","Intel","5.015625","1.0.2049.0","1.0.2049.0","IntelAudioService","IntelAudioService","Process","8",,"False",,"1944","Microsoft.Win32.SafeHandles.SafeProcessHandle","422","3288",".","0","","System.Diagnostics.ProcessModule (IntelAudioService.exe)","5652480","819200","System.Diagnostics.ProcessModuleCollection","61712","61712","37724160","37724160","230528","230528","44167168","44167168","62078976","62078976","720211968","5015179264","True","Normal","37724160","37724160","00:00:01.0937500","IntelAudioService","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:25",,"System.Diagnostics.ProcessThreadCollection","00:00:05.0156250","00:00:03.9218750","609144832","4904112128","False",,,,"11444224","11444224",,
"IntelCpHDCPSvc","0","130","2203392356352","2650112","1269760","7808","C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_4a6499af445e8e69\IntelCpHDCPSvc.exe","Intel Corporation","0","30.0.101.1692","30.0.101.1692","Intel HD Graphics Drivers for Windows(R)","Intel HD Graphics Drivers for Windows(R)","Process","8",,"False",,"2164","Microsoft.Win32.SafeHandles.SafeProcessHandle","130","1080",".","0","","System.Diagnostics.ProcessModule (IntelCpHDCPSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7808","7808","1269760","1269760","80496","80496","1384448","1384448","5955584","5955584","78327808","2203396550656","True","Normal","1269760","1269760","00:00:00","IntelCpHDCPSvc","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","74133504","2203392356352","False",,,,"2650112","2650112",,
"jhi_service","0","140","2203397451776","6041600","1323008","9176","C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe","Intel Corporation","0.015625","1.41.2021.0121","1.41.2021.0121","Intel(R) Dynamic Application Loader Host Interface","Intel(R) Dynamic Application Loader Host Interface","Process","8",,"False",,"3344","Microsoft.Win32.SafeHandles.SafeProcessHandle","140","6808",".","0","","System.Diagnostics.ProcessModule (jhi_service.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9176","9176","1323008","1323008","88592","88592","1458176","1458176","6750208","6750208","83423232","2203401646080","True","Normal","1323008","1323008","00:00:00","jhi_service","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:33",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","79228928","2203397451776","False",,,,"6041600","6041600",,
"LockApp","1","609","37388132270080","3936256","26247168","30224","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","Microsoft Corporation","1.40625","10.0.22621.674 (WinBuild.160101.0800)","10.0.22621.674","LockApp.exe","Microsoft? Windows? Operating System","Process","8",,"False",,"3516","Microsoft.Win32.SafeHandles.SafeProcessHandle","609","10428",".","0","","System.Diagnostics.ProcessModule (LockApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30224","30224","26247168","26247168","728624","728624","37093376","37093376","92721152","92721152","460972032","37388151283712","True","Normal","26247168","26247168","00:00:00.3593750","LockApp","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:42",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4062500","00:00:01.0468750","441958400","37388132270080","False",,,,"3936256","3936256",,
"lsass","0","2112","2203436818432","25501696","11665408","30256","C:\WINDOWS\system32\lsass.exe","Microsoft Corporation","24.484375","10.0.22621.674 (WinBuild.160101.0800)","10.0.22621.674","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"1704","Microsoft.Win32.SafeHandles.SafeProcessHandle","2112","1056",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30256","30256","11665408","11665408","200832","200832","12132352","12132352","27156480","27156480","122351616","2203440574464","True","Normal","11665408","11665408","00:00:13.2031250","lsass","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:24",,"System.Diagnostics.ProcessThreadCollection","00:00:24.4843750","00:00:11.2812500","118595584","2203436818432","False",,,,"25501696","25501696",,
"mcafee-security","1","760","35224167931904","14458880","38121472","53336","C:\Program Files\WindowsApps\5A894077.McAfeeSecurity_2.1.68.0_x64__wafk5atnkzcwy\mcafee-security.exe","McAfee LLC","0.578125","2.1.68.0","2.1.68.0","McAfee? Personal Security","McAfee? Personal Security","Process","8",,"False",,"2932","Microsoft.Win32.SafeHandles.SafeProcessHandle","760","16548",".","0","","System.Diagnostics.ProcessModule (mcafee-security.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","53336","53336","38121472","38121472","685048","685048","39374848","39374848","91414528","91414528","1156407296","35224183201792","True","Normal","38121472","38121472","00:00:00.2500000","mcafee-security","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:26:32",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.3281250","1141137408","35224167931904","False",,,,"14458880","14458880",,
"mcafee-security-ft","1","251","4449316864","15028224","3100672","13320","C:\Program Files\WindowsApps\5A894077.McAfeeSecurity_2.1.68.0_x64__wafk5atnkzcwy\Win32\mcafee-security-ft.exe","McAfee, LLC","0.0625","2.1.68 e331cd38","2.1.68 e331cd38 (squirming octopus)","McAfee ? Personal Security","McAfee ? Personal Security","Process","8",,"False",,"2712","Microsoft.Win32.SafeHandles.SafeProcessHandle","251","18980",".","0","","System.Diagnostics.ProcessModule (mcafee-security-ft.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13320","13320","3100672","3100672","202792","202792","3342336","3342336","17068032","17068032","162795520","4457762816","True","Normal","3100672","3100672","00:00:00.0468750","mcafee-security-ft","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:26:35",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","154349568","4449316864","False",,,,"15028224","15028224",,
"mcapexe","0","210","2203432173568","3768320","3321856","12832","C:\Program Files\Common Files\McAfee\VSCore_22_7\McApExe.exe","McAfee, LLC","0.8125","10,19,137,0","10,19,0,0","McAfee Access Protection","McAfee VSCore Platform","Process","8",,"False",,"1764","Microsoft.Win32.SafeHandles.SafeProcessHandle","210","12664",".","0","","System.Diagnostics.ProcessModule (McApExe.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12832","12832","3321856","3321856","132712","132712","3354624","3354624","11620352","11620352","124436480","2203442659328","True","Normal","3321856","3321856","00:00:00.4218750","mcapexe","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:15:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8125000","00:00:00.3906250","113950720","2203432173568","False",,,,"3768320","3768320",,
"McCSPServiceHost","0","457","2203498082304","20439040","9019392","25512","C:\Program Files\Common Files\McAfee\CSP\5.3.102.0\McCSPServiceHost.exe","McAfee, LLC","3.703125","5,3,102,0","5,3,102,0","McAfee CSP Service Host","McAfee Cloud Services Platform","Process","8",,"False",,"2816","Microsoft.Win32.SafeHandles.SafeProcessHandle","457","4156",".","0","","System.Diagnostics.ProcessModule (McCSPServiceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25512","25512","9019392","9019392","207672","207672","11264000","11264000","25243648","25243648","209530880","2203527753728","True","Normal","9019392","9019392","00:00:01.8125000","McCSPServiceHost","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:37",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7031250","00:00:01.8906250","179859456","2203498082304","False",,,,"20439040","20439040",,
"mcshield","0","573","2203816075264","41353216","67608576","25816","C:\Program Files\Common Files\McAfee\AMCore\mcshield.exe","McAfee LLC.","61.84375","Anti-Malware Core.22.7.0.1212.x64","22.7.0          ","McAfee Scanner service","Anti-Malware Core","Process","8",,"False",,"1652","Microsoft.Win32.SafeHandles.SafeProcessHandle","573","14604",".","0","","System.Diagnostics.ProcessModule (mcshield.exe)","41943040","1048576","System.Diagnostics.ProcessModuleCollection","25816","25816","67608576","67608576","207560","207560","594169856","594169856","314691584","314691584","798818304","2204117041152","True","Normal","67608576","67608576","00:00:17.5625000","mcshield","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:15:15",,"System.Diagnostics.ProcessThreadCollection","00:01:01.8437500","00:00:44.2812500","497852416","2203816075264","False",,,,"41353216","41353216",,
"McUICnt","1","544","4542111744","23814144","11653120","36000","C:\Program Files\Common Files\McAfee\Platform\McUICnt.exe","McAfee, LLC","0.125","9,19,117,0","9,19,0,0","McAfee","McAfee UI Container","Process","8",,"False",,"3644","Microsoft.Win32.SafeHandles.SafeProcessHandle","544","23392",".","263272","","System.Diagnostics.ProcessModule (McUICnt.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36000","36000","11653120","11653120","329736","329736","11939840","11939840","35770368","35770368","263385088","4558352384","True","Normal","11653120","11653120","00:00:00.0937500","McUICnt","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 21:39:30",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0312500","247144448","4542111744","False",,,,"23814144","23814144",,
"Memory Compression","0","0","1613234176","80715776","3260416","0",,,"90.953125",,,,,"Process","8",,,,,,"0","2344",".","0","",,,,,"0","0","3260416","3260416","4224","4224","3268608","3268608","474861568","474861568","1635909632","1635909632",,,"3260416","3260416","00:01:30.9531250","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:24",,"System.Diagnostics.ProcessThreadCollection","00:01:30.9531250","00:00:00","1613234176","1613234176","False",,,,"80715776","80715776",,
"MfeAVSvc","0","1029","4646793216","63647744","91414528","46208","C:\Program Files\McAfee\MfeAV\MFEAvSvc.exe","McAfee, LLC","67.0625","26.4.154 e0a52f21 corpulent ape","26.4.154 e0a52f21 corpulent ape","McAfee Cloud AV","McAfee Cloud AV","Process","8",,"False",,"3016","Microsoft.Win32.SafeHandles.SafeProcessHandle","1029","6528",".","0","","System.Diagnostics.ProcessModule (MFEAvSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46208","46208","91414528","91414528","343952","343952","154587136","154587136","126930944","126930944","414875648","4709842944","True","Normal","91414528","91414528","00:00:29.5781250","MfeAVSvc","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:15:15",,"System.Diagnostics.ProcessThreadCollection","00:01:07.0625000","00:00:37.4843750","351825920","4646793216","False",,,,"63647744","63647744",,
"mfemms","0","396","4450328576","13721600","6676480","26304",,,"6.9375",,,,,"Process","8",,,,,,"396","4076",".","0","",,,,,"26304","26304","6676480","6676480","138392","138392","7221248","7221248","16031744","16031744","163454976","4458422272",,,"6676480","6676480","00:00:04","mfemms",,"True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:25",,"System.Diagnostics.ProcessThreadCollection","00:00:06.9375000","00:00:02.9375000","155361280","4450328576","False",,,,"13721600","13721600",,
"mfevtps","0","377","4406493184","15032320","8822784","13544",,,"11.265625",,,,,"Process","8",,,,,,"377","6776",".","0","",,,,,"13544","13544","8822784","8822784","126456","126456","9822208","9822208","23633920","23633920","141570048","4436537344",,,"8822784","8822784","00:00:08.2031250","mfevtps",,"True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:34",,"System.Diagnostics.ProcessThreadCollection","00:00:11.2656250","00:00:03.0625000","111525888","4406493184","False",,,,"15032320","15032320",,
"MiniSearchHost","1","668","37388179595264","9007104","29732864","33616","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\MiniSearchHost.exe","Microsoft Corporation","0.109375","522.21701.0.0","522.21701.0.0","","Microsoft? Windows? Operating System","Process","8",,"False",,"3408","Microsoft.Win32.SafeHandles.SafeProcessHandle","668","1524",".","0","","System.Diagnostics.ProcessModule (MiniSearchHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33616","33616","29732864","29732864","792216","792216","36896768","36896768","89022464","89022464","496300032","37388186611712","True","Normal","29732864","29732864","00:00:00.0625000","MiniSearchHost","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 19:50:58",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0468750","489283584","37388179595264","False",,,,"9007104","9007104",,
"MMSSHOST","0","1362","2203730235392","49635328","34111488","64680","C:\Program Files\Common Files\McAfee\MMSSHost\MMSSHOST.EXE","McAfee, LLC","21.875","1,15,102,0","1,15,0,0","McAfee Management Service Host","McAfee Management Service Host","Process","8",,"False",,"3024","Microsoft.Win32.SafeHandles.SafeProcessHandle","1362","6560",".","0","","System.Diagnostics.ProcessModule (MMSSHOST.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","64680","64680","34111488","34111488","397656","397656","36311040","36311040","60428288","60428288","444710912","2203762933760","True","Normal","34111488","34111488","00:00:13.2500000","MMSSHOST","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:34",,"System.Diagnostics.ProcessThreadCollection","00:00:21.8750000","00:00:08.6250000","412012544","2203730235392","False",,,,"49635328","49635328",,
"ModuleCoreService","1","541","2203584233472","28098560","14929920","34656","C:\Program Files\Common Files\McAfee\ModuleCore\ModuleCoreService.exe","McAfee, LLC","2.234375","3,20,105,0","3,20,0,0","McAfee Module Core Service","McAfee Module Core","Process","8",,"False",,"3028","Microsoft.Win32.SafeHandles.SafeProcessHandle","541","3240",".","0","","System.Diagnostics.ProcessModule (ModuleCoreService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34656","34656","14929920","14929920","289952","289952","19824640","19824640","43560960","43560960","317067264","2203635290112","True","Normal","14929920","14929920","00:00:01.5000000","ModuleCoreService","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:15:15",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2343750","00:00:00.7343750","266010624","2203584233472","False",,,,"28098560","28098560",,
"ModuleCoreService","0","463","2203512107008","10776576","7921664","25936","C:\Program Files\Common Files\McAfee\ModuleCore\ModuleCoreService.exe","McAfee, LLC","2.796875","3,20,105,0","3,20,0,0","McAfee Module Core Service","McAfee Module Core","Process","8",,"False",,"3468","Microsoft.Win32.SafeHandles.SafeProcessHandle","463","6256",".","0","","System.Diagnostics.ProcessModule (ModuleCoreService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25936","25936","7921664","7921664","175352","175352","8699904","8699904","21331968","21331968","219049984","2203537272832","True","Normal","7921664","7921664","00:00:00.5781250","ModuleCoreService","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:33",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7968750","00:00:02.2187500","193884160","2203512107008","False",,,,"10776576","10776576",,
"ModuleCoreService","0","1031","2238313611264","64921600","48381952","63592","C:\Program Files\Common Files\McAfee\ModuleCore\ModuleCoreService.exe","McAfee, LLC","17.5","3,20,105,0","3,20,0,0","McAfee Module Core Service","McAfee Module Core","Process","8",,"False",,"2752","Microsoft.Win32.SafeHandles.SafeProcessHandle","1031","10152",".","0","","System.Diagnostics.ProcessModule (ModuleCoreService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","63592","63592","48381952","48381952","390144","390144","50429952","50429952","84336640","84336640","827457536","2238505418752","True","Normal","48381952","48381952","00:00:06.2343750","ModuleCoreService","255","True","0","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:41",,"System.Diagnostics.ProcessThreadCollection","00:00:17.5000000","00:00:11.2656250","635650048","2238313611264","False",,,,"64921600","64921600",,
"msedge","1","341","3484832817152","5148672","42213376","20712","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.609375","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"3692","Microsoft.Win32.SafeHandles.SafeProcessHandle","341","3804",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20712","20712","42213376","42213376","722496","722496","75612160","75612160","121200640","121200640","1683615744","3484902092800","True","Idle","42213376","42213376","00:00:00.0781250","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 21:20:45",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6093750","00:00:00.5312500","1614340096","3484832817152","False",,,,"5148672","5148672",,
"msedge","1","285","2306937069568","7974912","8798208","19968","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.90625","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"2328","Microsoft.Win32.SafeHandles.SafeProcessHandle","285","4956",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19968","19968","8798208","8798208","692544","692544","8933376","8933376","23023616","23023616","589963264","2306987401216","True","Normal","8798208","8798208","00:00:01.6406250","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:30:34",,"System.Diagnostics.ProcessThreadCollection","00:00:04.9062500","00:00:03.2656250","539631616","2306937069568","False",,,,"7974912","7974912",,
"msedge","1","286","3484529217536","75988992","33624064","17584","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","3.125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"3372","Microsoft.Win32.SafeHandles.SafeProcessHandle","286","7800",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17584","17584","33624064","33624064","674296","674296","55316480","55316480","94429184","94429184","440348672","3487953793024","True","Idle","33624064","33624064","00:00:00.2343750","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 21:29:01",,"System.Diagnostics.ProcessThreadCollection","00:00:03.1250000","00:00:02.8906250","1310740480","3484529217536","False",,,,"75988992","75988992",,
"msedge","1","218","3518916403200","32899072","40800256","19944","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.578125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3588","Microsoft.Win32.SafeHandles.SafeProcessHandle","218","9616",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19944","19944","40800256","40800256","739776","739776","42315776","42315776","59179008","59179008","1609519104","3519187734528","True","Normal","40800256","40800256","00:00:00.0937500","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 21:20:56",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.4843750","1338187776","3518916403200","False",,,,"32899072","32899072",,
"msedge","1","2318","2342387716096","158474240","155426816","578232","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","259.265625","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3164","Microsoft.Win32.SafeHandles.SafeProcessHandle","2318","11724",".","329042","Act - Repos and 4 more pages - Personal - Microsoft? Edge","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","578232","578232","155426816","155426816","1459712","1459712","182079488","182079488","295821312","295821312","2053300224","2342810476544","True","Normal","155426816","155426816","00:01:30.7031250","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:55",,"System.Diagnostics.ProcessThreadCollection","00:04:19.2656250","00:02:48.5625000","1630539776","2342387716096","False",,,,"158474240","158474240",,
"msedge","1","232","2272253816832","7036928","2232320","10872","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.078125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"2772","Microsoft.Win32.SafeHandles.SafeProcessHandle","232","11740",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10872","10872","2232320","2232320","129736","129736","2396160","2396160","7475200","7475200","300003328","2272337702912","True","Normal","2232320","2232320","00:00:00.0781250","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","216117248","2272253816832","False",,,,"7036928","7036928",,
"msedge","1","1579","37493085208576","144896000","379932672","58040","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","334.703125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","10",,"False",,"3604","Microsoft.Win32.SafeHandles.SafeProcessHandle","1579","12044",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","58040","58040","379932672","379932672","1574784","1574784","1340526592","1340526592","1233182720","1233182720","-1173114880","37493891379200","True","AboveNormal","379932672","379932672","00:02:05.1250000","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:55",,"System.Diagnostics.ProcessThreadCollection","00:05:34.7031250","00:03:29.5781250","-1979285504","37493085208576","False",,,,"144896000","144896000",,
"msedge","1","320","2307035049984","31617024","23707648","21176","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","53.265625","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3612","Microsoft.Win32.SafeHandles.SafeProcessHandle","320","12056",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21176","21176","23707648","23707648","709728","709728","38395904","38395904","59396096","59396096","1562718208","2307960156160","True","Normal","23707648","23707648","00:00:34.0468750","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:55",,"System.Diagnostics.ProcessThreadCollection","00:00:53.2656250","00:00:19.2187500","637612032","2307035049984","False",,,,"31617024","31617024",,
"msedge","1","227","2306910052352","7532544","9756672","15768","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.65625","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"2496","Microsoft.Win32.SafeHandles.SafeProcessHandle","227","12100",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15768","15768","9756672","9756672","646480","646480","15372288","15372288","26173440","26173440","546168832","2306943606784","True","Normal","9756672","9756672","00:00:00.1875000","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:14:55",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6562500","00:00:00.4687500","512614400","2306910052352","False",,,,"7532544","7532544",,
"msedge","1","358","3484822052864","132399104","79474688","18984","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"3580","Microsoft.Win32.SafeHandles.SafeProcessHandle","358","12328",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18984","18984","79474688","79474688","697376","697376","123740160","123740160","170143744","170143744","1947181056","3485165658112","True","Idle","79474688","79474688","00:00:00.3593750","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 21:39:22",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1250000","00:00:03.7656250","1603575808","3484822052864","False",,,,"132399104","132399104",,
"msedge","1","453","3484987486208","251318272","318820352","22224","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","78.828125","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3276","Microsoft.Win32.SafeHandles.SafeProcessHandle","453","15440",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22224","22224","318820352","318820352","811592","811592","320348160","320348160","391069696","391069696","440336384","3487953780736","True","Normal","318820352","318820352","00:00:06.0468750","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 20:36:56",,"System.Diagnostics.ProcessThreadCollection","00:01:18.8281250","00:01:12.7812500","1769009152","3484987486208","False",,,,"251318272","251318272",,
"msedge","1","372","3484552531968","33406976","51187712","19216","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.671875","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"2896","Microsoft.Win32.SafeHandles.SafeProcessHandle","372","16572",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19216","19216","51187712","51187712","678872","678872","68562944","68562944","125751296","125751296","1535205376","3484753682432","True","Normal","51187712","51187712","00:00:00.1562500","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","27/10/2022 20:46:54",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.5156250","1334054912","3484552531968","False",,,,"33406976","33406976",,
"msedge","1","273","2306917916672","21446656","9084928","18864","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.34375","106.0.1370.52","106.0.1370.52","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3540","Microsoft.Win32.SafeHandles.SafeProcessHandle","273","16848",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18864","18864","9084928","9084928","712648","712648","9580544","9580544","25747456","25747456","637919232","2307035357184","True","Normal","9084928","9084928","00:00:00.1093750","msedge","255","True","1","System.Diagnostics.ProcessStartInfo","26/10/2022 18:27:29",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3437500","00:00:00.2343750","520478720","2306917916672","False",,,,"21446656","21446656",,
